"BehaviorSpace results (NetLogo 5.1.0)"
"Denny_mort_4.3.35.nlogo"
"Experiment_1"
"01/26/2016 16:52:00:984 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","spatial-feedback?","juvenile-mortality","drought-rate","[step]","sum [BA] of trees","count trees with [tree-size-t1 > 10]","mean [tree-size-t1] of trees","standard-deviation [tree-size-t1] of trees"
"4","true","0.2","1","29","39.91322775037199","294","8.299908183225984","11.552107023270313"
"3","true","0.2","1","30","36.80846089097123","294","8.726186720069643","12.403400106873487"
"4","true","0.2","1","30","40.465270258996995","294","8.156354408805878","11.304016024677244"
"1","true","0","1","21","43.46374818639895","338","4.213745796162043","6.7430784546822755"
"2","true","0","1","19","45.846180904139835","347","4.025760507998153","6.5420321876441365"
"3","true","0.2","1","31","36.68852835980165","289","8.770841027592411","12.240954621508692"
"4","true","0.2","1","31","40.61268811278449","289","8.229398837579488","11.174888280092059"
"3","true","0.2","1","32","36.79010493132317","288","8.423039094214129","11.904286789497268"
"4","true","0.2","1","32","40.636650009747186","287","8.265753357153098","11.082539593634671"
"2","true","0","1","20","46.22784457840687","343","4.06642152743428","6.377405728262159"
"3","true","0.2","1","33","36.377536565929105","284","8.169479346452134","11.561221907844326"
"1","true","0","1","22","43.85043280666003","336","4.0805759031054025","6.357015731792337"
"4","true","0.2","1","33","40.08892567281489","282","8.263648629716332","10.9163963313304"
"3","true","0.2","1","34","35.83727245863205","279","8.164037680802753","11.373384074756558"
"4","true","0.2","1","34","39.51666269594636","276","8.233262520410682","10.720663146178307"
"4","true","0.2","1","35","38.966097015019585","271","8.198097622276153","10.521620930616317"
"1","true","0","1","23","44.85608528394584","333","4.086311693335885","6.043168762788638"
"3","true","0.2","1","35","35.38040589342275","276","7.831652798090539","10.952114334631933"
"4","true","0.2","1","36","38.98583228402731","269","8.221722729402662","10.41964611422584"
"2","true","0","1","21","46.16812042041854","336","4.116301443365519","6.198684177112594"
"3","true","0.2","1","36","35.329589596080204","273","7.694173130481427","10.733949520011368"
"4","true","0.2","1","37","38.45957297040089","265","8.207866080815954","10.229881569263883"
"3","true","0.2","1","37","35.480335963601625","270","7.7662369465009915","10.678778535590876"
"4","true","0.2","1","38","38.56925045062785","262","8.25149204467343","10.158929256430831"
"1","true","0","1","24","46.45394299195837","332","4.230907815772232","5.9413328572070805"
"3","true","0.2","1","38","34.74549148922275","264","7.509643039593248","10.313881435851973"
"2","true","0","1","22","46.955300100289215","335","4.244152107185927","6.165211229692645"
"4","true","0.2","1","39","38.23360467872276","256","8.266782165939025","10.040368519445893"
"4","true","0.2","1","40","38.000437362374605","252","7.8622327547677395","9.718521441128877"
"3","true","0.2","1","39","34.87405417581553","262","7.45725847174816","10.163357124695327"
"1","true","0","1","25","47.66337627075004","330","4.359066952005579","5.812887267408129"
"4","true","0.2","1","41","38.015880348400266","250","7.6947338295953305","9.502449743990162"
"2","true","0","1","23","48.06511504771335","333","4.442998231044236","6.116412456811061"
"3","true","0.2","1","40","34.75538272026478","259","7.488673690546191","10.03464290245035"
"4","true","0.2","1","42","38.45662139604522","248","7.853477306828596","9.437709220470524"
"3","true","0.2","1","41","34.935360863669516","258","7.531812997812947","9.949468867707052"
"4","true","0.2","1","43","38.46031397566929","246","7.7171884589139905","9.179764914754884"
"3","true","0.2","1","42","35.012480576851296","253","7.644276557791684","9.827043268291135"
"1","true","0","1","26","48.851490276510916","325","4.490425395199508","5.695631833613188"
"2","true","0","1","24","49.349737487128586","331","4.464411680619907","5.912734972939183"
"4","true","0.2","1","44","39.198460432602296","246","7.759424832325206","9.083702044200667"
"3","true","0.2","1","43","34.84160951001121","247","7.41656291080688","9.50541927548389"
"4","true","0.2","1","45","39.69106466738784","418","7.902684773956897","9.000054587343229"
"3","true","0.2","1","44","35.29578759750011","246","7.399035476672103","9.332706309391114"
"1","true","0","1","27","49.87736419875036","321","4.291683927082421","5.271467489406862"
"4","true","0.2","1","46","40.02253419747128","457","8.029347151212482","8.897309073287143"
"2","true","0","1","25","50.546736529623495","328","4.474837158293401","5.692087402591272"
"4","true","0.2","1","47","40.74860077567928","492","8.169618650102265","8.861135992344822"
"3","true","0.2","1","45","35.50374864634731","326","7.512565364922513","9.232622186329769"
"4","true","0.2","1","48","41.28657366593567","527","8.31056077149607","8.80486809742685"
"3","true","0.2","1","46","35.72427473200979","347","7.6524103585190435","9.132705155461247"
"1","true","0","1","28","51.44699299314207","314","4.241946094309471","4.978754570818544"
"4","true","0.2","1","49","41.974667429112074","562","8.452150268012877","8.75735339411438"
"3","true","0.2","1","47","36.10423026167703","358","7.537539150559343","8.931723747701977"
"2","true","0","1","26","51.85583882794467","324","4.560527565495819","5.543027350931954"
"3","true","0.2","1","48","36.68102409364951","368","7.559758490738191","8.81679876275169"
"4","true","0.2","1","50","42.5598627089631","596","8.589485864221396","8.705927745731364"
"5","true","0.4","1","0","49.391910377009","394","36.21769423663718","16.879876570383505"
"5","true","0.4","1","1","49.3893097145413","392","27.451334089932793","20.90151541687008"
"3","true","0.2","1","49","36.51116852933373","378","7.655588305303444","8.670745435132885"
"5","true","0.4","1","2","48.99820708829262","384","26.301626605009574","21.155066881948997"
"5","true","0.4","1","3","48.47754090190188","381","25.68804706964745","21.096324917392252"
"1","true","0","1","29","53.816925035597706","312","4.425656034295949","4.930884607305912"
"5","true","0.4","1","4","48.51082420762826","379","25.235975127158433","21.109199579960368"
"3","true","0.2","1","50","36.946269649792264","387","7.8085329223334154","8.609732282456914"
"2","true","0","1","27","53.66912825174503","321","4.677572572643626","5.458678154676508"
"5","true","0.4","1","5","48.0215308624492","375","24.768599842929106","21.053190309637472"
"6","true","0.4","1","0","46.3991995941771","424","34.36095914307468","14.593786443021527"
"6","true","0.4","1","1","45.53550709319161","418","27.969702871019006","18.273805593425518"
"5","true","0.4","1","6","48.00016504437276","373","24.487488804895825","21.0287819457204"
"6","true","0.4","1","2","44.85403459512993","413","26.974019510718687","18.453529071451825"
"5","true","0.4","1","7","47.11536231756481","367","24.158111362418282","20.911446975558054"
"5","true","0.4","1","8","46.43066979416953","363","24.02256024724928","20.752443392708688"
"6","true","0.4","1","3","44.92869598389032","412","26.577907936325207","18.542470713064006"
"5","true","0.4","1","9","46.041159559879944","358","24.03201039704931","20.702518811587616"
"5","true","0.4","1","10","45.737687821767246","355","24.10881350855058","20.577273106044753"
"6","true","0.4","1","4","45.02764042244401","411","26.07568998898983","18.657259182841813"
"5","true","0.4","1","11","45.51614360613642","351","24.19266749160586","20.529264533803776"
"6","true","0.4","1","5","44.35237372347267","406","25.72304546833475","18.58719968656809"
"5","true","0.4","1","12","45.48700582178275","349","24.26303930419351","20.47296984164362"
"5","true","0.4","1","13","44.27806961689373","343","23.99744487972167","20.29928826255203"
"1","true","0","1","30","55.43276614819515","309","4.607010014178777","4.861326423919386"
"2","true","0","1","28","55.67639162381064","321","4.444532419649806","5.120164451925237"
"6","true","0.4","1","6","44.06127906944953","403","25.597936648692155","18.53377446119844"
"5","true","0.4","1","14","43.733727903430136","338","23.967271283695162","20.247822753044733"
"6","true","0.4","1","7","44.24085291534403","402","25.619919179935078","18.516592336976846"
"5","true","0.4","1","15","43.683323489610025","336","24.07077702009533","20.226552377184326"
"6","true","0.4","1","8","43.859912205927955","397","25.577951742841748","18.485197300416566"
"5","true","0.4","1","16","43.23633495143528","331","24.072627277678542","20.191122346183132"
"5","true","0.4","1","17","43.22965419931389","330","23.85969668712405","20.181454041738178"
"6","true","0.4","1","9","43.65978096561537","393","25.56143413516048","18.481524327582473"
"6","true","0.4","1","10","43.53813883678807","390","25.67946033929534","18.435499967648674"
"5","true","0.4","1","18","42.747643027984005","324","23.661501858740902","20.187043370473443"
"6","true","0.4","1","11","43.184830508262564","386","25.701736738386114","18.379824694305245"
"5","true","0.4","1","19","41.6172897006215","319","23.613302923554738","19.943861224632357"
"6","true","0.4","1","12","41.9720113448692","378","25.558809078833818","18.204594490511468"
"1","true","0","1","31","57.728125667787026","308","4.644513071952219","4.744807244727966"
"5","true","0.4","1","20","41.53251835320995","316","23.682339960287035","19.943518666205588"
"2","true","0","1","29","58.09566014498463","319","4.442667295975323","4.94842273023939"
"6","true","0.4","1","13","41.63272766151278","376","25.3881441926887","18.126779442127656"
"5","true","0.4","1","21","41.09008868276505","313","23.750219675192856","19.867617302360827"
"5","true","0.4","1","22","40.82130223271132","309","23.77305986960555","19.85984809845898"
"5","true","0.4","1","23","40.32878991076239","304","23.689532312289696","19.80105494914044"
"6","true","0.4","1","14","41.202034356139144","374","25.378832382599057","17.958457352151648"
"5","true","0.4","1","24","40.219114527318176","302","23.77590719277883","19.721026850281277"
"6","true","0.4","1","15","40.751659109488905","369","25.100556023343497","18.00789399774553"
"5","true","0.4","1","25","40.24004568090043","301","23.88708916231578","19.643927832993164"
"6","true","0.4","1","16","40.40608226483684","365","25.006219182790943","18.010931101996714"
"5","true","0.4","1","26","40.041950165187096","298","23.74472987837746","19.607740120474656"
"5","true","0.4","1","27","39.4674273113151","295","23.724139032261164","19.41760367399794"
"6","true","0.4","1","17","40.370787836693914","363","24.994219490666172","18.004149703424602"
"5","true","0.4","1","28","39.395602927164596","293","23.842354507205034","19.36466286140401"
"1","true","0","1","32","59.26586634545659","305","4.66210091352473","4.657842841500732"
"6","true","0.4","1","18","39.43803649485492","359","24.616489161771437","17.86940274468621"
"5","true","0.4","1","29","39.5927250507114","293","23.987449375123678","19.307077704504103"
"2","true","0","1","30","60.27508238030759","317","4.684115750863049","4.9563433083143265"
"6","true","0.4","1","19","39.477024724787675","358","24.612268531300113","17.851672393629197"
"5","true","0.4","1","30","39.724661304257246","292","23.866912695844313","19.310187463435096"
"5","true","0.4","1","31","39.88967046387609","291","23.97575136677785","19.275396592511804"
"5","true","0.4","1","32","39.92269043738405","290","24.019469805447933","19.240985695517764"
"6","true","0.4","1","20","38.39813630814247","351","24.5084447282717","17.70977562077225"
"6","true","0.4","1","21","38.11433626634131","345","24.37719114479853","17.79741873366013"
"5","true","0.4","1","33","39.57445153909113","288","23.946688797850676","19.162770972068902"
"6","true","0.4","1","22","37.55846325841464","339","24.164072590656303","17.809846348055995"
"5","true","0.4","1","34","39.05756056865029","284","23.848048206625815","19.101187921207128"
"6","true","0.4","1","23","37.77776484113667","339","24.31771028339529","17.747265673746845"
"5","true","0.4","1","35","38.10165658186703","277","23.72932740981951","19.01450582751598"
"6","true","0.4","1","24","37.800984676251886","337","24.380905359249144","17.724821472432122"
"5","true","0.4","1","36","37.755333050296066","275","23.646693286061137","18.94252501421971"
"5","true","0.4","1","37","36.85763815638123","271","23.458163147462898","18.735531879198255"
"1","true","0","1","33","60.694053927552076","303","4.799751373749054","4.639529942465692"
"2","true","0","1","31","61.91385670648371","313","4.875115562969797","4.9229362067626665"
"6","true","0.4","1","25","37.90910813840938","335","24.484374733176512","17.703782271289665"
"5","true","0.4","1","38","36.93838422457158","271","23.370662637973474","18.714636275030827"
"6","true","0.4","1","26","37.86845816373649","332","24.080834473388553","17.8012349736597"
"5","true","0.4","1","39","37.015987278364264","271","23.314226209805895","18.698903850751336"
"6","true","0.4","1","27","37.90975701843165","331","24.125359180045297","17.766418953587383"
"5","true","0.4","1","40","37.098896339250665","271","23.431505627481428","18.65001322398436"
"6","true","0.4","1","28","37.81042044583572","329","24.21144172297772","17.724117042645705"
"5","true","0.4","1","41","36.98941298690938","269","23.507484729998858","18.62066800520895"
"5","true","0.4","1","42","37.183471558275365","269","23.689246048397727","18.56334022706726"
"5","true","0.4","1","43","36.983937358118254","265","23.755760610039392","18.53425286410307"
"5","true","0.4","1","44","36.633602088198266","263","23.813366495563937","18.36848306983953"
"6","true","0.4","1","29","37.52358478883007","324","23.93521727305815","17.767265909885886"
"6","true","0.4","1","30","37.351652871224694","320","23.879441476685336","17.773558582298953"
"2","true","0","1","32","62.56149336293673","308","4.986310857256298","4.867200365127838"
"5","true","0.4","1","45","36.45582053080137","369","23.411312876846804","18.394384107110593"
"6","true","0.4","1","31","37.218639473740204","317","23.912182241611635","17.732723995825296"
"1","true","0","1","34","61.85267297543736","300","4.83596604173946","4.570846188656434"
"5","true","0.4","1","46","36.37802384666576","393","23.400442544533","18.401161052083406"
"6","true","0.4","1","32","37.15237768829534","316","23.516272385167195","17.762124364491797"
"5","true","0.4","1","47","36.39620671498944","400","23.53174138524559","18.383861049648687"
"6","true","0.4","1","33","36.70807755521627","311","23.47171055692512","17.751099131002697"
"6","true","0.4","1","34","36.48187228603077","307","23.64227174531433","17.738223751074283"
"6","true","0.4","1","35","35.922220349309846","302","23.5908741355505","17.659089721050577"
"5","true","0.4","1","48","35.81948032900074","407","23.486071831909204","18.195628966362182"
"5","true","0.4","1","49","35.81409901935854","413","23.489746352518665","18.140662184148734"
"5","true","0.4","1","50","35.63742497076521","417","23.34620801039742","18.160395590503008"
"6","true","0.4","1","36","35.72980337705192","299","23.606855391151207","17.646106231534247"
"7","true","0.6","1","0","44.641084941042024","383","35.2816786831618","15.481543129040395"
"7","true","0.6","1","1","44.2245816700708","379","35.13200769372222","15.624506421206476"
"6","true","0.4","1","37","35.00005481891749","295","23.32506157204659","17.518856897557487"
"7","true","0.6","1","2","43.97206853756113","376","35.203078778928095","15.56692806643115"
"6","true","0.4","1","38","33.993889614328026","293","22.85957581394091","17.16409308146394"
"2","true","0","1","33","63.67101222380336","305","4.9089845483266075","4.733138594335251"
"7","true","0.6","1","3","43.08679170762288","369","35.10649419941458","15.579862897637037"
"6","true","0.4","1","39","33.99542886863916","292","22.92616197771164","17.11923525194191"
"1","true","0","1","35","63.35247831332038","297","4.900983740635583","4.524609607970365"
"7","true","0.6","1","4","42.75143405390467","365","35.177330055229646","15.561953205979524"
"6","true","0.4","1","40","33.55389465399529","287","23.03830478565603","17.066629864748027"
"7","true","0.6","1","5","42.460196665526915","361","35.26414935542195","15.560598868986352"
"6","true","0.4","1","41","33.49231847370416","284","22.673777206196576","17.14882209430481"
"7","true","0.6","1","6","42.316246317341545","360","35.20713867009384","15.528150863109495"
"6","true","0.4","1","42","33.56287531532226","283","22.74201766220157","17.106161029754208"
"6","true","0.4","1","43","33.373833323176456","281","22.812293301783104","17.01298181548748"
"7","true","0.6","1","7","42.098784319629104","356","35.31841893717117","15.557264114767868"
"6","true","0.4","1","44","32.903436632481075","276","22.81352107952326","16.94712438785303"
"7","true","0.6","1","8","42.23448748475659","355","35.46498201172236","15.511652047695653"
"7","true","0.6","1","9","40.94948794995618","349","35.370528264597816","15.046165838376293"
"6","true","0.4","1","45","33.10215254384408","339","22.821326721087747","16.943549326870556"
"7","true","0.6","1","10","40.7525727647381","345","35.5178043868597","15.023168523184516"
"6","true","0.4","1","46","33.179911398931196","358","22.849905766042912","16.91477213730204"
"7","true","0.6","1","11","40.18663522536271","339","35.602360391828704","14.98963276255137"
"7","true","0.6","1","12","40.051106310115294","336","35.71393312557144","14.994148787054446"
"7","true","0.6","1","13","39.65492698778058","333","35.6940485070977","14.987774303440498"
"7","true","0.6","1","14","39.32089952493737","330","35.70573329497411","14.9842699135102"
"6","true","0.4","1","47","33.39410972298721","368","23.000815745584227","16.863735004504683"
"7","true","0.6","1","15","38.51542605578818","322","35.7716402810234","15.005344383490936"
"2","true","0","1","34","65.356307344879","302","4.912731658506061","4.65228984769483"
"7","true","0.6","1","16","37.71715810105356","318","35.64889543356008","14.867622135044043"
"6","true","0.4","1","48","33.31763247088876","378","22.887000116194073","16.872869845546987"
"1","true","0","1","36","64.8830778083622","296","5.042838452466123","4.535235418126717"
"6","true","0.4","1","49","33.40148548947659","382","22.929885688776093","16.828189843470533"
"7","true","0.6","1","17","37.74301823410942","317","35.74602274959553","14.825015542139873"
"7","true","0.6","1","18","37.13371010369767","315","35.64009140710404","14.573695185327711"
"7","true","0.6","1","19","36.76340750423457","312","35.63339025734649","14.56111266402746"
"6","true","0.4","1","50","32.786509830219806","381","22.904982411303642","16.69081952203684"
"7","true","0.6","1","20","36.343658177472854","307","35.72583333774417","14.562612130459563"
"7","true","0.6","1","21","35.27084533030235","299","35.66138134561912","14.522042023021696"
"7","true","0.6","1","22","34.87465806786259","297","35.63924406809963","14.336840541546714"
"8","true","0.6","1","0","47.22532050393709","414","35.14034847654065","14.76105465082399"
"7","true","0.6","1","23","34.33412734770059","296","35.55726797691305","13.904021173577936"
"8","true","0.6","1","1","46.13173978751806","408","28.361599927657117","18.551492025623126"
"7","true","0.6","1","24","34.20427783088803","292","35.75031693923896","13.916545772756773"
"8","true","0.6","1","2","46.06429280797434","405","27.761341623613525","18.745154743003354"
"7","true","0.6","1","25","33.387153224411776","288","35.60525429367603","13.730964161821213"
"8","true","0.6","1","3","45.477368857830264","401","27.498620092358564","18.692926787051753"
"7","true","0.6","1","26","33.283995102500384","286","35.69440003681333","13.700186850691415"
"7","true","0.6","1","27","33.323982741375794","284","35.86860243040624","13.680119337037887"
"8","true","0.6","1","4","45.14809953493355","396","27.529000198168948","18.658945282440456"
"7","true","0.6","1","28","32.9991409473141","279","36.01621382021798","13.70991166074499"
"2","true","0","1","35","66.8589237147814","299","5.0399121444132495","4.638214689780899"
"8","true","0.6","1","5","45.0211381373053","395","27.596222899849554","18.5324186318098"
"7","true","0.6","1","29","32.59108790877655","275","36.07317812573235","13.65733326079857"
"8","true","0.6","1","6","44.26494172104298","392","27.491079345812754","18.299936566415834"
"7","true","0.6","1","30","32.73938860384288","275","36.18497224519318","13.609075892509356"
"1","true","0","1","37","66.43477601087956","294","4.989886091431866","4.4649217810613955"
"7","true","0.6","1","31","32.57614398007042","272","36.32493226083805","13.55612973282644"
"8","true","0.6","1","7","44.23561383324289","391","27.624039478625022","18.194914017211016"
"7","true","0.6","1","32","32.422624490529905","269","36.44949988575768","13.567048508477308"
"7","true","0.6","1","33","32.37315535780602","268","36.49983386349442","13.55127972400841"
"7","true","0.6","1","34","32.16371681437675","266","36.52617190370854","13.530158488322737"
"7","true","0.6","1","35","31.765654895889362","263","36.52005107059213","13.474951907180376"
"8","true","0.6","1","8","43.95038735187985","388","27.72094319708314","18.087091025522028"
"7","true","0.6","1","36","31.61243044811171","260","36.650232996250665","13.486302605504688"
"7","true","0.6","1","37","31.120592265638262","257","36.63534119915307","13.284987173344408"
"8","true","0.6","1","9","43.92439553573778","386","27.813580671786717","18.045997412100064"
"7","true","0.6","1","38","30.993088461622357","254","36.79800393649384","13.263137528908407"
"8","true","0.6","1","10","43.31940116488955","381","27.78506757691066","17.968118930459163"
"8","true","0.6","1","11","42.76290711790605","377","27.764523246402","17.84868932922231"
"7","true","0.6","1","39","30.38902770248636","249","36.78422494214445","13.295469462743611"
"8","true","0.6","1","12","42.230184960935","369","27.814073557645873","17.88167393477179"
"7","true","0.6","1","40","29.895333745426857","246","36.72749037687033","13.19649547924486"
"8","true","0.6","1","13","42.054150242813144","365","27.890181703663362","17.885322665360412"
"7","true","0.6","1","41","29.716597612629737","243","36.84726639353525","13.21450944911717"
"7","true","0.6","1","42","29.848934092297554","243","36.95639479035747","13.167573394482712"
"7","true","0.6","1","43","29.91431400204404","242","37.096729367721274","13.138870942417714"
"2","true","0","1","36","68.32780620741924","295","5.138429869405975","4.6119902324311495"
"7","true","0.6","1","44","29.76547176196945","241","37.11263588441478","13.039414785830715"
"8","true","0.6","1","14","41.399128256802626","360","27.882291756819285","17.795572654180887"
"7","true","0.6","1","45","29.57373945361364","241","37.153720555052324","13.025528515388002"
"7","true","0.6","1","46","29.426138243042857","240","37.16978589107936","12.92672502298478"
"8","true","0.6","1","15","40.823258752453135","354","27.894886615971366","17.79520480177631"
